what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523270737996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272437172
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1523272437883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272503658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272538691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272547990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272693620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272694647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272695723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272700516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272702545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523272714463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523278566331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523278592878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523278595281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523278598177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523279399948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523279401586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523279709289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523279711283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523279863854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1523279880376
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523279885767
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1523279886069
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1523279892572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523279903829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523280079535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523280081584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523280417279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523280418917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523280421409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523280421769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283804580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283805248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283806577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283806960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283807976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283808220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283809328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283809836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283811167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283811544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283819657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283820128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283822567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283822743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283826489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283828413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283833659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283833849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283835805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283836207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283837828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283838782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283843381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283843696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283844457
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1523283845745
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1523283846173
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1523283846174
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1523283846175
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1523283847176
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1523283847176
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1523283847176
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1523283847177
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1523283847177
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1523283847271
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1523283847271
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1523283847271
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1523283847271
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1523283847273
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1523283847273
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1523283847273
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1523283847274
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1523283847274
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1523283847274
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1523283847274
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1523283847274
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1523283847275
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1523283847275
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1523283847275
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1523283847276
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1523283847276
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1523283847276
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1523283847276
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1523283847277
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1523283847277
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1523283847277
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1523283847277
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1523283847280
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1523283847280
stopped,bundle,com.altera.sbtgui.flash.plugin,13.13.0.132,"com.altera.sbtgui.flash.plugin",1523283847280
stopped,bundle,com.altera.sbtgui.gprof,13.13.0.132,"com.altera.sbtgui.gprof",1523283847280
stopped,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1523283847280
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1523283847281
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1523283847282
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1523283847283
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1523283847283
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1523283847283
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1523283847285
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1523283847287
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1523283847288
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1523283847288
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1523283847288
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1523283847288
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1523283847290
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1523283847291
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1523283847291
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1523283847291
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1523283847291
